object_id,name,description,type,project_stage,year_implemented,partners,idea_description,collector,source,photos,need_volunteers,need_funding,need_site_access,need_design,need_materials,need_volunteers_2,need_funding_2,need_materials_2,need_tools2,address,location,latitude,longitude
0015H00187000000,Beltzhoover United Positive Effect Garden ,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-215--estella-st-pittsburgh-cqw0bmq.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-215--estella-st-pittsburgh-cpu0bmc.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-215--estella-st-pittsburgh-cpv0bwp.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215  ESTELLA ST PITTSBURGH,Pittsburgh,40.4201335,-80.00021989
0015H00187000000,Beltzhoover United Positive Effect Garden,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-215--estella-st-pittsburgh-ok1108e4.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-215--estella-st-pittsburgh-ol1208c7.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-215--estella-st-pittsburgh-ok1008in.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215  ESTELLA ST PITTSBURGH,Pittsburgh,40.4201335,-80.00021989
0015H00186000000,Beltzhoover United Positive Effect Garden ,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-407--climax-st-pittsburgh-c1z0u5g.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-407--climax-st-pittsburgh-c1y0uv5.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-407--climax-st-pittsburgh-c1x0us5.jpeg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,407  CLIMAX ST PITTSBURGH,Pittsburgh,40.42006519,-80.00010452
0015H00186000000,Beltzhoover United Positive Effect Garden,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yp180m0v.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yo160m11.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yo170m3f.jpeg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,407  CLIMAX ST PITTSBURGH,Pittsburgh,40.42006519,-80.00010452
0015H00185000000,Beltzhoover United Positive Effect Garden ,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p6y0bh1.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p5x0bts.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p6z0bqp.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.42006494,-80.00027769
0015H00185000000,Beltzhoover United Positive Effect Garden,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Flower Garden,A project that has been implemented ,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vl140mhz.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vm150mk3.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vl130m9o.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.42006494,-80.00027769
0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food Garden,A project that has been implemented ,2014,"St. Paul AME, Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-id100uv2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-id110u1z.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-ie120ubf.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.41771018,-79.99591759
0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Not specified,A project that is in progress ,,,,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-6nm0d16.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-6ml0dwb.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown Location,Unknown,40.41771018,-79.99591759
0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Food Garden,A project that has been implemented ,2014,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g61b0mkw.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g5190mot.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g61a0m1q.jpeg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.41771018,-79.99591759
5528186cbe727e03006b9c88,Mt. Oliver Community Garden ,"The Mt. Oliver Community Garden is a large food garden with forty 10'x20' garden beds shared by Mt. Oliver residents. The garden was a collaborative effort of many, primarily Grow Pittsburgh and Mt. Oliver Borough. GTECH Ambassadors created a gathering space and a small playspace for kids in the garden. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/  ",Food Garden,A project that has been implemented ,2014,"Mt. Oliver Borough, The Hilltop Alliance, Grow Pittsburgh, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-et0079z.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-eu107u0.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-ev207lq.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Custom location,Pittsburgh,40.407071,-79.98291761
0032B00071000000,St. Joseph's Garden ,"The St. Joseph's Garden is a small garden of native plants meant to draw visual interest and welcome for those traveling to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower Garden,A project that has been implemented ,2014,"Hilltop Alliance, GTECH ",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-i7407u7.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-i7507kb.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.41280255,-79.97766434
0032B00071000000,St. Joseph's Garden,"The St. Joseph's Garden is a small garden of native plants meant to draw visual interest and welcome for those traveling to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program  ",Not specified,A project that is in progress ,,"Hilltop Alliance, GTECH",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-3cq0d3q.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-3cr0dfb.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown Location,Unknown,40.41280255,-79.97766434
0032B00278000000,Patti's Point,"Patti's Point is a small flower garden that welcomes travelers to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower Garden,A project that has been implemented ,2014,"Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-va100bnr.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-vb110b08.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.41380319,-79.97727022
0033C00100000000,30/32 Grape Street Community Garden ,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food Garden,A project that has been implemented ,2014,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo140b5y.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo130bvs.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo120bkn.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30  GRAPE ST PITTSBURGH,Pittsburgh,40.41327607,-79.98962174
0033C00100000000,30/32 Grape Street Community Garden: Enhancements,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Not specified,A project that is in progress ,,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-30--grape-st-pittsburgh-gwh0drz.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-30--grape-st-pittsburgh-gwi0dct.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,30  GRAPE ST PITTSBURGH,Pittsburgh,40.41327607,-79.98962174
0033C00101000000,30/32 Grape Street Community Garden ,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food Garden,A project that has been implemented ,2014,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re160bss.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re170blx.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re150b97.jpg,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32  GRAPE ST PITTSBURGH,Pittsburgh,40.41321346,-79.98966181
0033C00101000000,30/32 Grape Street Community Garden: Enhancements,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Not specified,A project that is in progress ,,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-32--grape-st-pittsburgh-jrk0dyw.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-32--grape-st-pittsburgh-jrj0d3y.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,32  GRAPE ST PITTSBURGH,Pittsburgh,40.41321346,-79.98966181
0032B00142000000,GameStop on the Corner,"GameStop on the Corner is an open space with two cornhole sets and two chess sets. In the future, it will have added plants and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/ ",Not specified,A project that is in progress ,,"The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-aj180brx.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown Location,Unknown,40.41177646,-79.97745384
0032B00142000000,Let's Talk at the Corner of Mountain and Fisher,"GameStop on the Corner is an open space with two cornhole sets and two chess sets. In the future, it will have added plants and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Not specified,A project that is in progress ,,"Hilltop Alliance, GTECH",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pfp0d3l.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pen0dpn.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pfo0d5s.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown Location,Unknown,40.41177646,-79.97745384
0045H00264000000,Ballfield Farm,"Ballfield Farm is an all-volunteer small communal farm on a long-abandoned baseball field. In addition to growing vegetables together, participants have planted trees have to restore the woods in response to emerald ash borer devastation, a small stream is being restored, walking trails through the woods are maintained as a means ensure ecological health to this great property in Pittsburgh's Perry South neighborhood.",Food Garden,A project that has been implemented ,2008,"The Pittsburgh Project, Western PA Conservancy/TreeVitalize Pittsburgh, Duquesne University, PWSA",,Gavin Deming,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-de00lwh.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-dg10lju.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-dj20lrd.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.46965472,-80.01646008
5540dd70f7a80a0300530ffb,3601 Brownsville Road - Brentwood Middle/High School flower garden,"WPC community flower garden planted by students, volunteers and tended to by neighbors",Flower Garden,A project that has been implemented ,2001,Brenthood Middle/High School,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-3567-brownsville-rd-li001yx.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-3567-brownsville-rd-lu101jv.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 3567 Brownsville Rd,Brentwood,40.37450538,-79.97546107
5540de8af7a80a0300530ffd,Mansfield Boulevard & Campbells Run Road Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1996,Carnegie Borough,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-493014m.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-49201br.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Custom location,Carnegie,40.40732834,-80.0893423
5540df71f7a80a0300530fff,Lydia Street & Chestnut Street Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1999,Carnegie Borough,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-502-lydia-st-l4401pk.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-502-lydia-st-l5501hb.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 502 Lydia St,Carnegie,40.40942992,-80.08160681
5540e09baa6ead03002001a2,Parkway West - Scott/Carnegie Interchange,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1998,PennDOT,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-yu202d7.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-ys0029v.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-yt102tx.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Custom location,Scott/Carnegie,40.4122503,-80.07701218
5540e16af7a80a0300531001,Route 50 & Hope Hollow Road Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,2000,Scott Township,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-711-hope-hollow-rd-uz601i8.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-711-hope-hollow-rd-uz701uk.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 711 Hope Hollow Rd,Scott,40.39565102,-80.08641064
5540e50daa6ead03002001bc,,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1996,"Dormont Borough, Keystone Oaks High School",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-dwight-ave-9c302vr.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-dwight-ave-9d402qs.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Dwight Ave,Dormont,40.39877021,-80.04479617
5540e5ebaa6ead03002001c4,Castle Shannon Boulevard & Mount Lebanon Boulevard Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1998,"Someone Else's Bar, Dormont-Mt Lebanon-Castle Shannon Rotary, Boy Scouts",,Western Pennsylvania Conservancy,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 494 Mt Lebanon Blvd,Castle Shannon,40.36917399,-80.0305295
5540e74aaa6ead03002001da,Route 837 and Maple Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,2002,"Charlie Spence, City of Clairton",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf602nz.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf70294.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf5023g.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 104 Maple Ave,Clairton,40.29831587,-79.87554073
5540ea9baa6ead03002001f8,Brighton Road & North Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1988,"Allegheny West neighbors, Dominion volunteers",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z2902hn.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z2a025p.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z1802xm.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near W North Ave,Pittsburgh,40.45387243,-80.0146696
5540eb6ff7a80a0300531055,Cedar Avenue & North Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1997,East Allegheny neighbors,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-stockton-ave-5z901ji.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-stockton-ave-5y801f2.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Stockton Ave,Pittsburgh,40.45091908,-80.00116467
5540ec97f7a80a0300531061,General Robinson Street & Anderson Street Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,2000,Alcoa Volunteers,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dkb012m.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dlc01nq.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dka01x1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 226 Anderson St,Pittsburgh,40.44920457,-80.0006175
